date,nifty_open,nifty_close,fii_view,pro_view,is_expiry,strategy_name,daily_pnl,pnl_per_lot_rs,intraday_max_loss,intraday_max_profit,sl_hit,tp_hit,move_exit,exit_type,sl_points,tp_points,vix_open,nifty_change_pct,cumulative_pnl,cumulative_pnl_rs
2025-11-17,25948.2,26014.3,Bearish,Mildly Bearish,0,Short Strangle,8.29,207.25,-9.02,0.0,False,False,False,close,103.79,0.0,11.94,0.25,-10484.46,-262111.5
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Iron Condor,-23.68,-592.12,-28.2,0.0,False,False,False,close,65.05,0.0,11.79,-0.49,-14510.3,-362757.5
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Iron Butterfly,-29.99,-749.84,-37.4,0.0,False,False,False,close,104.09,0.0,11.79,-0.49,-18587.76,-464694.0
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Bull Call Spread,-36.46,-911.49,-39.55,0.0,False,False,False,close,65.05,0.0,11.79,-0.49,-6638.26,-165956.5
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Bear Put Spread,34.77,869.2,-6.01,40.74,False,False,False,close,65.05,0.0,11.79,-0.49,31.0,775.0
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Straddle,30.32,758.05,-2.41,41.04,False,False,False,close,78.07,0.0,11.79,-0.49,8761.81,219045.25
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Strangle,8.33,208.22,-3.81,11.65,False,False,False,close,52.04,0.0,11.79,-0.49,729.33,18233.25
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Short Straddle,-38.32,-958.05,-49.04,0.0,False,False,False,close,130.11,0.0,11.79,-0.49,-17526.04,-438151.0
2025-11-18,26021.8,25894.7,Mildly Bullish,Bullish,1,Short Strangle,-16.33,-408.22,-19.65,0.0,False,False,False,close,104.09,0.0,11.79,-0.49,-10500.79,-262519.75
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Iron Condor,-10.13,-253.29,-12.47,0.0,False,False,False,close,64.8,0.0,12.1,0.52,-14520.43,-363010.75
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Iron Butterfly,-13.24,-331.09,-16.03,0.0,False,False,False,close,103.67,0.0,12.1,0.52,-18601.0,-465025.0
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Bull Call Spread,9.05,226.34,-10.37,10.93,False,False,False,close,64.8,0.0,12.1,0.52,-6629.21,-165730.25
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Bear Put Spread,-13.94,-348.55,-15.38,1.45,False,False,False,close,64.8,0.0,12.1,0.52,17.06,426.5
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Straddle,5.02,125.4,-6.2,34.58,False,False,False,close,77.75,0.0,12.1,0.52,8766.83,219170.75
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Strangle,-0.23,-5.69,-4.45,26.56,False,False,False,close,51.84,0.0,12.1,0.52,729.1,18227.5
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Short Straddle,-13.02,-325.4,-42.58,0.0,False,False,False,close,129.59,0.0,12.1,0.52,-17539.06,-438476.5
2025-11-19,25918.1,26052.7,Mildly Bearish,Bearish,0,Short Strangle,-7.77,-194.31,-34.56,0.0,False,False,False,close,103.67,0.0,12.1,0.52,-10508.56,-262714.0
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Iron Condor,-7.46,-186.4,-10.75,0.0,False,False,False,close,65.33,0.0,11.97,0.25,-14527.89,-363197.25
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Iron Butterfly,-8.49,-212.36,-13.17,0.0,False,False,False,close,104.53,0.0,11.97,0.25,-18609.49,-465237.25
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Bull Call Spread,2.65,66.14,-11.78,8.61,False,False,False,close,65.33,0.0,11.97,0.25,-6626.56,-165664.0
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Bear Put Spread,-9.61,-240.18,-14.18,3.01,False,False,False,close,65.33,0.0,11.97,0.25,7.45,186.25
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Straddle,-15.8,-394.93,-0.02,12.11,False,False,False,close,78.4,0.0,11.97,0.25,8751.03,218775.75
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Strangle,-16.29,-407.3,0.0,6.94,False,False,False,close,52.26,0.0,11.97,0.25,712.81,17820.25
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Short Straddle,7.8,194.93,-20.11,0.0,False,False,False,close,130.66,0.0,11.97,0.25,-17531.26,-438281.5
2025-11-20,26132.1,26197.4,Strong Bullish,Strong Bullish,0,Short Strangle,8.29,207.3,-14.94,0.0,False,False,False,close,104.53,0.0,11.97,0.25,-10500.27,-262506.75
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Iron Condor,-7.99,-199.7,-10.0,0.0,False,False,False,close,65.27,0.0,12.14,-0.17,-14535.88,-363397.0
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Iron Butterfly,-7.28,-182.03,-11.7,0.0,False,False,False,close,104.44,0.0,12.14,-0.17,-18616.77,-465419.25
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Bull Call Spread,-9.78,-244.42,-11.13,4.48,False,False,False,close,65.27,0.0,12.14,-0.17,-6636.34,-165908.5
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Bear Put Spread,1.07,26.75,-10.78,2.21,False,False,False,close,65.27,0.0,12.14,-0.17,8.52,213.0
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Straddle,0.57,14.21,-4.22,6.81,False,False,False,close,78.33,0.0,12.14,-0.17,8751.6,218790.0
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Strangle,1.29,32.18,-2.62,3.11,False,False,False,close,52.22,0.0,12.14,-0.17,714.1,17852.5
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Short Straddle,-8.57,-214.21,-14.81,0.0,False,False,False,close,130.55,0.0,12.14,-0.17,-17539.83,-438495.75
2025-11-21,26109.55,26063.95,Neutral,Neutral,0,Short Strangle,-9.29,-232.18,-11.11,0.0,False,False,False,close,104.44,0.0,12.14,-0.17,-10509.56,-262739.0
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Iron Condor,-15.77,-394.27,-23.41,0.0,False,False,False,close,65.31,0.0,13.63,-0.69,-14551.65,-363791.25
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Iron Butterfly,-19.42,-485.59,-27.93,0.0,False,False,False,close,104.49,0.0,13.63,-0.69,-18636.19,-465904.75
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Bull Call Spread,-46.33,-1158.25,-40.78,0.35,False,False,False,close,65.31,0.0,13.63,-0.69,-6682.67,-167066.75
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Bear Put Spread,41.98,1049.57,-7.39,37.3,False,False,False,close,65.31,0.0,13.63,-0.69,50.5,1262.5
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Straddle,14.1,352.54,-0.76,60.63,False,False,False,close,78.37,0.0,13.63,-0.69,8765.7,219142.5
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Strangle,2.68,66.95,-2.81,40.7,False,False,False,close,52.25,0.0,13.63,-0.69,716.78,17919.5
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Short Straddle,-22.1,-552.54,-68.63,0.0,False,False,False,close,130.61,0.0,13.63,-0.69,-17561.93,-439048.25
2025-11-24,26122.8,25943.35,Strong Bearish,Strong Bearish,0,Short Strangle,-10.68,-266.95,-48.7,0.0,False,False,False,close,104.49,0.0,13.63,-0.69,-10520.24,-263006.0
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Iron Condor,-28.78,-719.55,-30.19,0.0,False,False,False,close,65.0,0.0,13.24,-0.53,-14580.43,-364510.75
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Iron Butterfly,-38.98,-974.57,-40.35,0.0,False,False,False,close,103.99,0.0,13.24,-0.53,-18675.17,-466879.25
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Bull Call Spread,-34.78,-869.43,-33.52,6.43,False,False,False,close,65.0,0.0,13.24,-0.53,-6717.45,-167936.25
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Bear Put Spread,36.98,924.45,-12.31,35.68,False,False,False,close,65.0,0.0,13.24,-0.53,87.48,2187.0
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Straddle,45.76,1143.91,-0.14,51.85,False,False,False,close,78.0,0.0,13.24,-0.53,8811.46,220286.5
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Strangle,14.77,369.33,-3.71,19.5,False,False,False,close,52.0,0.0,13.24,-0.53,731.55,18288.75
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Short Straddle,-53.76,-1343.91,-59.85,0.0,False,False,False,close,129.99,0.0,13.24,-0.53,-17615.69,-440392.25
2025-11-25,25998.5,25860.3,Mildly Bearish,Strong Bearish,1,Short Strangle,-22.77,-569.33,-27.5,0.0,False,False,False,close,103.99,0.0,13.24,-0.53,-10543.01,-263575.25
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Iron Condor,-19.64,-490.93,-20.49,0.0,False,False,False,close,64.61,0.0,12.24,1.4,-14600.07,-365001.75
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Iron Butterfly,-28.98,-724.62,-29.45,0.0,False,False,False,close,103.37,0.0,12.24,1.4,-18704.15,-467603.75
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Bull Call Spread,27.45,686.25,-4.0,27.09,False,False,False,close,64.61,0.0,12.24,1.4,-6690.0,-167250.0
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Bear Put Spread,-26.1,-652.56,-26.13,0.0,False,False,False,close,64.61,0.0,12.24,1.4,61.38,1534.5
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Straddle,111.7,2792.46,-4.0,138.0,False,False,False,close,77.53,0.0,12.24,1.4,8923.16,223079.0
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Strangle,90.71,2267.84,-4.0,116.55,False,False,False,close,51.69,0.0,12.24,1.4,822.26,20556.5
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Short Straddle,-129.21,-3230.37,-146.0,0.0,True,False,False,sl,129.21,0.0,12.24,1.4,-17744.9,-443622.5
2025-11-26,25842.95,26203.5,Mildly Bullish,Strong Bullish,0,Short Strangle,-103.37,-2584.3,-124.55,0.0,True,False,False,sl,103.37,0.0,12.24,1.4,-10646.38,-266159.5
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Iron Condor,-4.64,-115.9,-9.15,0.0,False,False,False,close,65.65,0.0,11.97,-0.16,-14604.71,-365117.75
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Iron Butterfly,-3.56,-88.98,-10.18,0.0,False,False,False,close,105.05,0.0,11.97,-0.16,-18707.71,-467692.75
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Bull Call Spread,-10.26,-256.41,-17.39,1.42,False,False,False,close,65.65,0.0,11.97,-0.16,-6700.26,-167506.5
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Bear Put Spread,1.18,29.49,-8.39,8.02,False,False,False,close,65.65,0.0,11.97,-0.16,62.56,1564.0
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Straddle,-30.77,-769.33,0.0,2.56,False,False,False,close,78.78,0.0,11.97,-0.16,8892.39,222309.75
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Strangle,-26.33,-658.3,0.0,3.91,False,False,False,close,52.52,0.0,11.97,-0.16,795.93,19898.25
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Short Straddle,22.77,569.33,-10.56,0.0,False,False,False,close,131.31,0.0,11.97,-0.16,-17722.13,-443053.25
2025-11-27,26261.25,26219.85,Strong Bullish,Strong Bullish,0,Short Strangle,18.33,458.3,-11.91,0.0,False,False,False,close,105.05,0.0,11.97,-0.16,-10628.05,-265701.25
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Iron Condor,-4.01,-100.36,-8.88,0.0,False,False,False,close,65.59,0.0,11.79,-0.13,-14608.72,-365218.0
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Iron Butterfly,-2.76,-69.04,-9.77,0.0,False,False,False,close,104.95,0.0,11.79,-0.13,-18710.47,-467761.75
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Bull Call Spread,-10.4,-260.04,-12.24,1.49,False,False,False,close,65.59,0.0,11.79,-0.13,-6710.66,-167766.5
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Bear Put Spread,1.15,28.71,-8.59,3.45,False,False,False,close,65.59,0.0,11.79,-0.13,63.71,1592.75
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Straddle,-30.01,-750.29,-0.83,0.0,False,False,False,close,78.71,0.0,11.79,-0.13,8862.38,221559.5
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Strangle,-24.77,-619.33,-2.6,0.96,False,False,False,close,52.47,0.0,11.79,-0.13,771.16,19279.0
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Short Straddle,22.01,550.29,-7.9,0.0,False,False,False,close,131.19,0.0,11.79,-0.13,-17700.12,-442503.0
2025-11-28,26237.45,26204.55,Mildly Bearish,Bearish,0,Short Strangle,16.77,419.33,-8.96,0.0,False,False,False,close,104.95,0.0,11.79,-0.13,-10611.28,-265282.0
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Iron Condor,-28.06,-701.61,-37.52,0.0,False,False,False,close,65.81,0.0,11.62,-0.57,-14636.78,-365919.5
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Iron Butterfly,-39.75,-993.75,-50.49,0.0,False,False,False,close,105.3,0.0,11.62,-0.57,-18750.22,-468755.5
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Bull Call Spread,-36.79,-919.78,-34.67,0.0,False,False,False,close,65.81,0.0,11.62,-0.57,-6747.45,-168686.25
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Bear Put Spread,40.48,1011.91,-4.0,39.64,False,False,False,close,65.81,0.0,11.62,-0.57,104.19,2604.75
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Straddle,45.3,1132.48,-4.0,100.43,False,False,False,close,78.98,0.0,11.62,-0.57,8907.68,222692.0
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Strangle,13.55,338.73,-4.0,57.95,False,False,False,close,52.65,0.0,11.62,-0.57,784.71,19617.75
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Short Straddle,-53.3,-1332.48,-108.43,0.0,False,False,False,close,131.63,0.0,11.62,-0.57,-17753.42,-443835.5
2025-12-01,26325.8,26175.95,Bearish,Bearish,0,Short Strangle,-21.55,-538.73,-65.95,0.0,False,False,False,close,105.3,0.0,11.62,-0.57,-10632.83,-265820.75
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Iron Condor,-9.51,-237.63,-22.95,0.0,False,False,False,close,65.22,0.0,11.63,-0.12,-14646.29,-366157.25
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Iron Butterfly,-9.52,-237.89,-30.6,0.0,False,False,False,close,104.35,0.0,11.63,-0.12,-18759.74,-468993.5
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Bull Call Spread,-13.83,-345.7,-25.45,18.73,False,False,False,close,65.22,0.0,11.63,-0.12,-6761.28,-169032.0
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Bear Put Spread,5.84,145.96,-21.1,25.11,False,False,False,close,65.22,0.0,11.63,-0.12,110.03,2750.75
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Straddle,-1.45,-36.25,0.0,28.8,False,False,False,close,78.26,0.0,11.63,-0.12,8906.23,222655.75
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Strangle,-2.97,-74.14,-2.89,6.19,False,False,False,close,52.18,0.0,11.63,-0.12,781.74,19543.5
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Short Straddle,-6.55,-163.75,-36.8,0.0,False,False,False,close,130.44,0.0,11.63,-0.12,-17759.97,-443999.25
2025-12-02,26087.95,26057.0,Neutral,Strong Bearish,1,Short Strangle,-5.03,-125.86,-14.19,0.0,False,False,False,close,104.35,0.0,11.63,-0.12,-10637.86,-265946.5
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Iron Condor,-5.77,-144.25,-9.44,0.0,False,False,False,close,65.01,0.0,11.23,-0.08,-14652.06,-366301.5
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Iron Butterfly,-5.19,-129.67,-10.72,0.0,False,False,False,close,104.02,0.0,11.23,-0.08,-18764.93,-469123.25
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Bull Call Spread,-7.27,-181.75,-16.57,2.65,False,False,False,close,65.01,0.0,11.23,-0.08,-6768.55,-169213.75
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Bear Put Spread,-1.31,-32.82,-9.37,7.26,False,False,False,close,65.01,0.0,11.23,-0.08,108.72,2718.0
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Straddle,-23.58,-589.4,0.0,4.62,False,False,False,close,78.01,0.0,11.23,-0.08,8882.65,222066.25
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Strangle,-20.76,-519.07,0.0,3.28,False,False,False,close,52.01,0.0,11.23,-0.08,760.98,19024.5
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Short Straddle,15.58,389.4,-12.62,0.0,False,False,False,close,130.02,0.0,11.23,-0.08,-17744.39,-443609.75
2025-12-03,26004.9,25985.1,Neutral,Neutral,0,Short Strangle,12.76,319.07,-11.28,0.0,False,False,False,close,104.02,0.0,11.23,-0.08,-10625.1,-265627.5
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Iron Condor,-5.05,-126.16,-11.16,0.0,False,False,False,close,64.95,0.0,11.21,0.14,-14657.11,-366427.75
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Iron Butterfly,-5.14,-128.45,-13.88,0.0,False,False,False,close,103.93,0.0,11.21,0.14,-18770.07,-469251.75
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Bull Call Spread,-1.0,-25.11,-9.19,9.73,False,False,False,close,64.95,0.0,11.21,0.14,-6769.55,-169238.75
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Bear Put Spread,-6.9,-172.6,-15.02,0.62,False,False,False,close,64.95,0.0,11.21,0.14,101.82,2545.5
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Straddle,-30.59,-764.78,-2.57,13.61,False,False,False,close,77.95,0.0,11.21,0.14,8852.06,221301.5
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Strangle,-27.73,-693.22,-1.67,7.73,False,False,False,close,51.96,0.0,11.21,0.14,733.25,18331.25
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Short Straddle,22.59,564.78,-21.61,0.0,False,False,False,close,129.91,0.0,11.21,0.14,-17721.8,-443045.0
2025-12-04,25981.85,26017.1,Neutral,Neutral,0,Short Strangle,19.73,493.22,-15.73,0.0,False,False,False,close,103.93,0.0,11.21,0.14,-10605.37,-265134.25
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Iron Condor,-13.75,-343.82,-18.31,0.0,False,False,False,close,65.0,0.0,10.82,0.68,-14670.86,-366771.5
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Iron Butterfly,-19.77,-494.23,-25.24,0.0,False,False,False,close,104.0,0.0,10.82,0.68,-18789.84,-469746.0
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Bull Call Spread,20.34,508.44,-6.02,21.79,False,False,False,close,65.0,0.0,10.82,0.68,-6749.21,-168730.25
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Bear Put Spread,-22.32,-558.03,-22.86,0.0,False,False,False,close,65.0,0.0,10.82,0.68,79.5,1987.5
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Straddle,19.72,493.09,-4.5,59.54,False,False,False,close,78.0,0.0,10.82,0.68,8871.78,221794.5
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Strangle,7.95,198.87,-3.97,42.3,False,False,False,close,52.0,0.0,10.82,0.68,741.2,18530.0
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Short Straddle,-27.72,-693.09,-67.54,0.0,False,False,False,close,130.0,0.0,10.82,0.68,-17749.52,-443738.0
2025-12-05,25999.8,26176.65,Mildly Bearish,Mildly Bullish,0,Short Strangle,-15.95,-398.87,-50.3,0.0,False,False,False,close,104.0,0.0,10.82,0.68,-10621.32,-265533.0
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Iron Condor,-47.38,-1184.52,-51.6,0.0,False,False,False,close,65.4,0.0,10.32,-0.87,-14718.24,-367956.0
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Iron Butterfly,-67.72,-1692.95,-71.22,0.0,False,False,False,close,104.64,0.0,10.32,-0.87,-18857.56,-471439.0
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Bull Call Spread,-45.63,-1140.69,-44.67,1.32,False,False,False,close,65.4,0.0,10.32,-0.87,-6794.84,-169871.0
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Bear Put Spread,57.96,1449.12,-8.16,56.29,False,False,False,close,65.4,0.0,10.32,-0.87,137.46,3436.5
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Straddle,99.37,2484.3,-1.42,139.79,False,False,False,close,78.48,0.0,10.32,-0.87,8971.15,224278.75
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Strangle,39.65,991.36,-3.58,76.58,False,False,False,close,52.32,0.0,10.32,-0.87,780.85,19521.25
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Short Straddle,-130.8,-3269.98,-147.79,0.0,True,False,False,sl,130.8,0.0,10.32,-0.87,-17880.32,-447008.0
2025-12-08,26159.8,25932.8,Bullish,Strong Bullish,0,Short Strangle,-47.65,-1191.36,-84.58,0.0,False,False,False,close,104.64,0.0,10.32,-0.87,-10668.97,-266724.25
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Iron Condor,-7.13,-178.17,-29.87,0.0,False,False,False,close,64.67,0.0,11.13,-0.1,-14725.37,-368134.25
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Iron Butterfly,-5.34,-133.54,-41.08,0.0,False,False,False,close,103.47,0.0,11.13,-0.1,-18862.9,-471572.5
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Bull Call Spread,-13.08,-327.07,-38.22,16.67,False,False,False,close,64.67,0.0,11.13,-0.1,-6807.92,-170198.0
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Bear Put Spread,3.3,82.44,-16.62,41.43,False,False,False,close,64.67,0.0,11.13,-0.1,140.76,3519.0
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Straddle,-6.69,-167.17,0.0,43.13,False,False,False,close,77.6,0.0,11.13,-0.1,8964.46,224111.5
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Strangle,-4.03,-100.71,-1.06,10.05,False,False,False,close,51.73,0.0,11.13,-0.1,776.82,19420.5
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Short Straddle,-1.31,-32.83,-51.13,0.0,False,False,False,close,129.34,0.0,11.13,-0.1,-17881.63,-447040.75
2025-12-09,25867.1,25841.75,Strong Bearish,Strong Bearish,1,Short Strangle,-3.97,-99.29,-18.05,0.0,False,False,False,close,103.47,0.0,11.13,-0.1,-10672.94,-266823.5
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Iron Condor,-5.28,-131.96,-10.38,0.0,False,False,False,close,64.66,0.0,10.95,-0.47,-14730.65,-368266.25
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Iron Butterfly,-3.51,-87.75,-12.33,0.0,False,False,False,close,103.46,0.0,10.95,-0.47,-18866.41,-471660.25
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Bull Call Spread,-19.56,-488.97,-18.7,5.17,False,False,False,close,64.66,0.0,10.95,-0.47,-6827.48,-170687.0
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Bear Put Spread,9.79,244.75,-11.21,9.17,False,False,False,close,64.66,0.0,10.95,-0.47,150.55,3763.75
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Straddle,-16.87,-421.73,0.0,11.62,False,False,False,close,77.59,0.0,10.95,-0.47,8947.59,223689.75
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Strangle,-12.38,-309.48,0.0,7.28,False,False,False,close,51.73,0.0,10.95,-0.47,764.44,19111.0
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Short Straddle,8.87,221.73,-19.62,0.0,False,False,False,close,129.32,0.0,10.95,-0.47,-17872.76,-446819.0
2025-12-10,25864.05,25742.65,Bullish,Strong Bullish,0,Short Strangle,4.38,109.48,-15.28,0.0,False,False,False,close,103.46,0.0,10.95,-0.47,-10668.56,-266714.0
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Iron Condor,-10.19,-254.68,-14.31,0.0,False,False,False,close,64.43,0.0,10.91,0.49,-14740.84,-368521.0
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Iron Butterfly,-13.85,-346.24,-18.81,0.0,False,False,False,close,103.09,0.0,10.91,0.49,-18880.26,-472006.5
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Bull Call Spread,11.56,289.06,-13.79,13.52,False,False,False,close,64.43,0.0,10.91,0.49,-6815.92,-170398.0
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Bear Put Spread,-15.9,-397.5,-17.02,4.46,False,False,False,close,64.43,0.0,10.91,0.49,134.65,3366.25
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Straddle,1.43,35.79,-5.39,39.42,False,False,False,close,77.31,0.0,10.91,0.49,8949.02,223725.5
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Strangle,-4.42,-110.45,-3.01,28.61,False,False,False,close,51.54,0.0,10.91,0.49,760.02,19000.5
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Short Straddle,-9.43,-235.79,-47.42,0.0,False,False,False,close,128.86,0.0,10.91,0.49,-17882.19,-447054.75
2025-12-11,25771.4,25898.4,Neutral,Strong Bearish,0,Short Strangle,-3.58,-89.55,-36.61,0.0,False,False,False,close,103.09,0.0,10.91,0.49,-10672.14,-266803.5
2025-12-12,25971.2,26043.0,Bullish,Strong Bullish,0,Iron Condor,-7.18,-179.51,-11.93,0.0,False,False,False,close,64.93,0.0,10.4,0.28,-14748.02,-368700.5
2025-12-12,25971.2,26043.0,Bullish,Strong Bullish,0,Iron Butterfly,-8.91,-222.63,-14.83,0.0,False,False,False,close,103.88,0.0,10.4,0.28,-18889.17,-472229.25
